"dataset","backend","graph_mode","knn_recall_at_k","affinity_edge_jaccard","affinity_weight_pearson","affinity_weight_spearman","affinity_weight_l1_similarity","umap_graph_edge_jaccard","umap_graph_weight_pearson","umap_graph_weight_spearman","umap_graph_weight_l1_similarity","validation_sample_n","suite","profile","source_file"
"MNIST","cuda","fuzzy",1,1,1,1,1,1,0.999999999999874,0.999998430890001,0.99999994467411,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MNIST/standard/cuda/20260727_091326_1118073/knn_affinity_umap_graph_agreement.csv"
"MNIST","cuda","binary",1,1,1,1,1,1,,,1,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MNIST/standard/cuda/20260727_091326_1118073/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","fuzzy",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014349456397,0.99847144475113,0.999754924530074,0.997741019919546,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/landmark/cpu1/20260727_075440_1118084/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","binary",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014871601525,-0.00249843966560774,,0.997459317585302,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/landmark/cpu1/20260727_075440_1118084/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","fuzzy",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014349456397,0.99847144475113,0.999754924530074,0.997741019919546,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/landmark/cpu4/20260727_074209_1118095/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","binary",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014871601525,-0.00249843966560774,,0.997459317585302,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/landmark/cpu4/20260727_074209_1118095/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cuda","fuzzy",0.999983333333333,0.999958002603839,0.999892382890923,0.999999999128483,0.999983370693233,0.999957998193922,0.999999482760652,0.999986836684928,0.99998870417449,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/landmark/cuda/20260727_094256_1118106/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cuda","binary",0.999983333333333,0.999958002603839,0.999892382890923,0.999999999128483,0.999983370693233,0.999958002603839,-2.09991390352996e-05,,0.999979000860965,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/landmark/cuda/20260727_094256_1118106/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","fuzzy",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014349456397,0.99847144475113,0.999754924530074,0.997741019919546,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/standard/cpu1/20260727_073247_1118048/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","binary",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014871601525,-0.00249843966560774,,0.997459317585302,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/standard/cpu1/20260727_073247_1118048/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","fuzzy",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014349456397,0.99847144475113,0.999754924530074,0.997741019919546,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/standard/cpu4/20260727_073247_1118059/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","binary",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014871601525,-0.00249843966560774,,0.997459317585302,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/standard/cpu4/20260727_073247_1118059/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cuda","fuzzy",0.999983333333333,0.999958002603839,0.999892382890923,0.999999999128483,0.999983370693233,0.999957998193922,0.999999482760652,0.999986836684928,0.99998870417449,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/standard/cuda/20260727_090725_1118070/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cuda","binary",0.999983333333333,0.999958002603839,0.999892382890923,0.999999999128483,0.999983370693233,0.999958002603839,-2.09991390352996e-05,,0.999979000860965,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/Macosko2015_retina/standard/cuda/20260727_090725_1118070/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","fuzzy",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,0.999931726447371,0.999990908731033,0.999746504404999,873,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MetRef/landmark/cpu1/20260727_080305_1118086/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","binary",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,-0.000616961700915951,,0.999383038299084,873,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MetRef/landmark/cpu1/20260727_080305_1118086/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","fuzzy",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,0.999931726447371,0.999990908731033,0.999746504404999,873,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MetRef/landmark/cpu4/20260727_074541_1118097/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","binary",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,-0.000616961700915951,,0.999383038299084,873,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MetRef/landmark/cpu4/20260727_074541_1118097/knn_affinity_umap_graph_agreement.csv"
"MetRef","cuda","fuzzy",1,1,1,0.999999999926885,0.999999998961253,1,0.999999999998932,0.999990182887465,0.999999516364928,873,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MetRef/landmark/cuda/20260727_094433_1118108/knn_affinity_umap_graph_agreement.csv"
"MetRef","cuda","binary",1,1,1,0.999999999926885,0.999999998961253,1,,,1,873,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/MetRef/landmark/cuda/20260727_094433_1118108/knn_affinity_umap_graph_agreement.csv"
